Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
5, 1, 63, 1:1, 131073:131073, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 5, 27, 41
26, 6, 63, 1:1, 131073:2490403, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 8, 35, 21
26, 8, 63, 1:1, 393220:1966109, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, -7, 23, 41
26, 10, 63, 1:1, 196610:4194361, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, -8, 24, 44
26, 63, 5, 1:1, 2162719:655360, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -5, 3, 0, 18
26, 63, 5, 1:1, 3145749:393219, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -4, 2, 22, 37
26, 63, 6, 1:1, 2490403:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 9, 53, 22
26, 63, 1, 1:1, 3735570:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -5, -5, 0, 28
27, 0, 63, 1:1, 393219:3211309, UNIT_AZTEC_EAGLE_WARRIOR, UNIT_SLINGER, 28, 5, 6, 0, 9, 95
27, 1, 63, 1:1, 196608:3276846, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -1, 4, 43, 18
27, 63, 5, 1:1, 2162719:655360, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -5, 4, 0, 15
27, 63, 5, 1:1, 3145749:720898, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, -6, 0, 35, 27
27, 63, 12, 1:1, 1507350:262144, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -7, 5, 68, 15
27, 63, 7, 1:1, 1769498:393220, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -7, 0, 44, 20
27, 63, 1, 1:1, 3735570:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -5, -4, 0, 21
27, 63, 13, 1:1, 720906:262144, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, 0, 10, 16, 44
28, 0, 63, 1:1, 393219:4456481, UNIT_AZTEC_EAGLE_WARRIOR, UNIT_SLINGER, 28, 5, 6, 3, 10, 97
28, 5, 63, 1:1, 720898:2162719, UNIT_ARCHER, UNIT_SLINGER, 25, 5, 2, -5, 0, 90
28, 7, 63, 1:1, 196610:5308481, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 0, 28, 35
28, 13, 63, 1:1, 262144:720906, UNIT_SLINGER, UNIT_SPEARMAN, 15, 25, 1, 1, 0, 21
28, 63, 0, 1:1, 4325435:393219, UNIT_SLINGER, UNIT_AZTEC_EAGLE_WARRIOR, 15, 28, 0, 7, 0, 13
28, 63, 10, 1:1, 5177360:196610, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 0, 9, 66, 15
28, 63, 6, 1:1, 2490403:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, 6, 51, 2
28, 63, 7, 1:1, 5308481:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, -2, 32, 27
28, 63, 13, 1:1, 3342375:262144, UNIT_QUADRIREME, UNIT_SLINGER, 25, 5, 0, 1, 0, 57
28, 63, 1, 1:1, 3276846:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, -6, 31, 29
29, 0, 63, 1:1, 262144:4325435, UNIT_AZTEC_EAGLE_WARRIOR, UNIT_SLINGER, 28, 5, 10, 0, 7, 94
29, 0, 63, 1:1, 131073:4325435, UNIT_AZTEC_EAGLE_WARRIOR, UNIT_SLINGER, 28, 5, 10, -4, 6, 100
29, 10, 63, 1:1, 196610:5177360, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, -2, 14, 53
29, 63, 4, 1:1, 4259898:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 3, 0, 30
29, 63, 7, 1:1, 5308481:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, -5, 29, 24
30, 0, 63, 1:1, 131073:3866676, UNIT_AZTEC_EAGLE_WARRIOR, UNIT_WARRIOR, 28, 20, 6, 3, 19, 45
30, 1, 63, 1:1, 851975:3276846, UNIT_SCYTHIAN_HORSE_ARCHER, UNIT_WARRIOR, 25, 20, 5, -1, 0, 37
30, 2, 63, 1:1, 196608:1572887, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 3, 5, 47, 18
30, 63, 4, 1:1, 4259898:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -3, 0, 39
30, 63, 2, 1:1, 1572887:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, 3, 25, 40
30, 63, 6, 1:3, 1179665:65536, UNIT_SCOUT, UNKNOWN, 10, 15, -10, 1, 44, 16
31, 0, 63, 1:1, 131073:3866676, UNIT_AZTEC_EAGLE_WARRIOR, UNIT_WARRIOR, 28, 20, 7, -1, 17, 63
31, 63, 4, 1:1, 4259898:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 1, 0, 23
31, 63, 4, 1:1, 4718640:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -1, 32, 27
32, 1, 63, 1:1, 786432:3735570, UNIT_SCYTHIAN_HORSE_ARCHER, UNIT_SLINGER, 25, 5, 5, -5, 0, 77
32, 4, 63, 1:1, 720901:262147, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 5, 0, 0, 35
32, 5, 63, 1:1, 131073:3145749, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -10, 16, 62
32, 6, 63, 1:1, 327683:2883625, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, -2, 27, 37
32, 63, 4, 1:1, 4259898:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, -4, 0, 27
33, 1, 63, 1:1, 786432:5308481, UNIT_SCYTHIAN_HORSE_ARCHER, UNIT_WARRIOR, 25, 20, 5, -10, 0, 66
33, 4, 63, 1:1, 720901:4980736, UNIT_SLINGER, UNIT_GALLEY, 15, 30, 5, 0, 0, 18
33, 63, 6, 1:1, 2883625:327683, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 0, 40, 21
34, 4, 63, 1:1, 720901:4980736, UNIT_SLINGER, UNIT_GALLEY, 15, 30, 5, -2, 0, 22
34, 5, 63, 1:1, 786435:6488133, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, 0, 0, 50
34, 6, 63, 1:1, 327683:2883625, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -8, 23, 38
34, 63, 2, 1:1, 5439545:458752, UNIT_BARBARIAN_HORSEMAN, UNIT_ARCHER, 20, 15, 0, 15, 44, 20
34, 63, 6, 1:1, 4390949:327683, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, -3, 0, 27
34, 63, 0, 1:1, 1572887:458756, UNIT_WARRIOR, UNIT_AZTEC_EAGLE_WARRIOR, 20, 28, -4, 7, 70, 14
34, 63, 5, 1:1, 6488133:786435, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, -5, 5, 33, 25
34, 63, 4, 1:1, 5963805:720901, UNIT_QUADRIREME, UNIT_SLINGER, 25, 5, 0, 5, 0, 45
34, 63, 2, 1:3, 5374018:65536, UNIT_BARBARIAN_HORSEMAN, UNKNOWN, 20, 10, 0, 8, 23, 29
35, 3, 63, 1:1, 131073:3997750, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, -2, 16, 56
35, 5, 63, 1:1, 786435:6488133, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 3, -8, 0, 54
35, 8, 63, 1:1, 131073:917517, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 3, 18, 37
35, 9, 63, 1:1, 327683:2293792, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 16, 49
35, 63, 12, 1:1, 5636118:196610, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_WARRIOR, 15, 20, 0, 5, 0, 21
35, 63, 5, 1:1, 7012426:786435, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 3, 0, 44
35, 63, 5, 1:1, 2031636:786435, UNIT_SPEARMAN, UNIT_ARCHER, 25, 15, 0, -2, 15, 44
35, 63, 3, 1:1, 4128824:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 3, 23, 35
35, 63, 4, 1:1, 5963805:720901, UNIT_QUADRIREME, UNIT_SLINGER, 25, 5, 0, 5, 0, 47
36, 5, 63, 1:1, 655360:5242944, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 6, 27, 32
36, 63, 2, 1:1, 5636118:458752, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_ARCHER, 15, 15, 0, 8, 0, 23
36, 63, 2, 1:1, 5439545:524290, UNIT_BARBARIAN_HORSEMAN, UNIT_ARCHER, 20, 15, 0, 13, 42, 26
36, 63, 12, 1:1, 5111871:196610, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, 0, 6, 39, 24
36, 63, 5, 1:1, 7012426:720898, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 5, 0, 36
36, 63, 3, 1:1, 5898287:131073, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_WARRIOR, 15, 20, 0, 1, 0, 26
36, 63, 4, 1:1, 5963805:720901, UNIT_QUADRIREME, UNIT_SLINGER, 25, 5, 0, 2, 0, 71
36, 63, 5, 1:1, 5242944:655360, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 2, 36, 19
37, 5, 63, 1:1, 131073:6553621, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 0, 25, 39
37, 63, 4, 1:1, 4259898:786433, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 8, 0, 28
37, 63, 2, 1:1, 5636118:458752, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_ARCHER, 15, 15, 0, 6, 0, 25
37, 63, 2, 1:1, 5439545:458752, UNIT_BARBARIAN_HORSEMAN, UNIT_ARCHER, 20, 15, -4, 8, 33, 23
37, 63, 2, 1:1, 5111871:458752, UNIT_BARBARIAN_HORSEMAN, UNIT_ARCHER, 20, 15, -4, 1, 29, 34
37, 63, 5, 1:1, 6553621:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 6, 50, 21
37, 63, 7, 1:1, 983054:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 0, 9, 35, 21
37, 63, 8, 1:1, 6291472:458757, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 0, 26, 24
37, 63, 4, 1:1, 6422580:786433, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, 5, 0, 50
37, 63, 4, 1:1, 5963805:917510, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 5, 0, 35
