Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
3, 8, 63, 1:1, 131073:589832, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 19, 37
14, 63, 6, 1:1, 2097183:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -9, 5, 29, 25
14, 63, 7, 1:1, 1966109:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -1, 33, 26
15, 3, 63, 1:1, 327683:1114128, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -8, 0, 46
15, 28, 63, 1:1, 393220:393221, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 1, 21, 53
15, 63, 7, 1:1, 3211308:196608, UNIT_BARBARIAN_HORSEMAN, UNIT_SCOUT, 20, 10, 0, 5, 29, 40
16, 0, 63, 1:1, 327683:2490404, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 5, 0, 25, 32
16, 18, 63, 1:1, 327683:2555941, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 1, 22, 33
16, 19, 63, 1:1, 393220:2162720, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 5, 3, 18, 66
16, 26, 63, 1:1, 196610:2883593, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 9, 39, 23
16, 63, 25, 1:1, 2359330:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 5, 29, 20
16, 63, 7, 1:1, 3211308:196608, UNIT_BARBARIAN_HORSEMAN, UNIT_SCOUT, 20, 10, -3, 1, 25, 37
17, 7, 63, 1:1, 131073:1966109, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 10, -3, 15, 47
17, 7, 63, 1:1, 327683:327684, UNIT_SCOUT, UNIT_SPEARMAN, 10, 25, 5, 0, 45, 20
17, 12, 63, 1:1, 131073:3538993, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 1, 28, 34
17, 25, 63, 1:1, 196610:2359330, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -3, 18, 47
17, 25, 63, 1:1, 131073:2359330, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -8, 22, 48
17, 26, 63, 1:1, 196610:2883593, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 7, 30, 28
17, 63, 12, 1:1, 3538993:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -5, 1, 41, 26
17, 63, 1, 1:1, 3866677:262146, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -4, 0, 44
18, 25, 63, 1:1, 131073:4128823, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 6, 29, 20
18, 63, 18, 1:1, 2555941:327683, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -5, 3, 41, 19
18, 63, 25, 1:1, 4128823:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, -2, 26, 30
18, 63, 26, 1:1, 4980802:262144, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 0, 5, 0, 34
18, 63, 26, 1:1, 2883593:262144, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, -5, 2, 16, 55
18, 63, 12, 1:1, 3538993:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -10, 3, 54, 21
19, 0, 63, 1:1, 393218:2490404, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 5, 2, 27, 33
19, 18, 63, 1:1, 327683:2555941, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, -9, 23, 49
19, 25, 63, 1:1, 196610:4128823, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -5, 18, 46
19, 27, 63, 1:1, 393220:3670066, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 6, 25, 38
19, 63, 24, 1:3, 589832:65536, UNIT_SCOUT, UNKNOWN, 10, 15, -8, 12, 69, 9
19, 63, 18, 1:1, 4522043:327683, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -1, 29, 37
19, 63, 25, 1:1, 4128823:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -9, 1, 53, 16
19, 63, 8, 1:1, 4980802:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 0, 0, 21
19, 63, 19, 1:1, 3866677:393220, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 5, 0, 22
19, 63, 7, 1:1, 3211308:196608, UNIT_BARBARIAN_HORSEMAN, UNIT_SCOUT, 20, 10, -5, -3, 19, 47
19, 63, 6, 1:1, 4456506:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 3, 21, 38
19, 63, 10, 1:1, 3604510:327683, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, 0, 0, 12, 68
20, 7, 63, 1:1, 131073:1966109, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 10, -3, 21, 39
20, 13, 63, 1:1, 196610:262147, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 5, 19, 44
20, 17, 63, 1:1, 393220:262147, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 1, 14, 49
20, 19, 63, 1:1, 393220:3866677, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 3, 0, 16, 52
20, 63, 19, 1:1, 3866677:393220, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -5, 1, 0, 22
20, 63, 19, 1:1, 5374023:393220, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -1, 26, 27
20, 63, 8, 1:1, 4980802:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 1, 0, 24
20, 63, 26, 1:1, 2883593:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -7, 10, 46, 18
20, 63, 1, 1:1, 2162720:327683, UNIT_SLINGER, UNIT_SLINGER, 15, 5, -7, 0, 0, 29
20, 63, 10, 1:1, 3604510:327683, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, -1, 4, 15, 48
21, 0, 63, 1:1, 393218:4259897, UNIT_SCOUT, UNIT_SLINGER, 10, 5, 2, 0, 22, 44
21, 1, 63, 1:1, 327683:2162720, UNIT_SLINGER, UNIT_SLINGER, 15, 5, -2, -7, 0, 50
21, 22, 63, 1:1, 458757:3342382, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 5, 0, 19, 49
21, 26, 63, 1:1, 131073:4980802, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 3, 0, 17, 65
21, 27, 63, 1:1, 327683:3604510, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 2, 30, 32
21, 27, 63, 1:1, 393220:3604510, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, -6, 20, 41
21, 63, 19, 1:1, 5374023:393220, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 1, 37, 21
21, 63, 26, 1:1, 4980802:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -6, 2, 0, 16
21, 63, 27, 1:1, 6160463:393220, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 6, 38, 23
21, 63, 0, 1:1, 4259897:393218, UNIT_SLINGER, UNIT_SCOUT, 15, 10, -4, 3, 0, 28
21, 63, 22, 1:1, 3342382:458757, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -5, 3, 0, 20
21, 63, 22, 1:3, 2293793:65536, UNIT_GALLEY, UNKNOWN, 30, 20, 0, 4, 20, 42
21, 63, 6, 1:1, 5308486:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 2, 0, 28
22, 1, 63, 1:1, 327683:6029320, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -2, 0, 0, 24
22, 6, 63, 1:1, 393220:4718654, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 5, 3, 31, 36
22, 13, 63, 1:1, 458757:3211308, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 5, -7, 17, 43
22, 17, 63, 1:1, 196610:3276845, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 5, 3, 28, 32
22, 19, 63, 1:1, 393220:3866677, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 7, -2, 13, 75
22, 22, 63, 1:1, 458757:3342382, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 1, -5, 18, 54
22, 25, 63, 1:1, 327680:1179665, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 9, 35, 23
22, 26, 63, 1:1, 196610:4980802, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 0, -6, 13, 72
22, 63, 19, 1:1, 5374023:393220, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, 2, 44, 25
22, 63, 27, 1:1, 6160463:327683, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 8, 54, 16
22, 63, 0, 1:1, 4259897:393218, UNIT_SLINGER, UNIT_SCOUT, 15, 10, -4, 0, 0, 26
22, 63, 0, 1:1, 2424867:327683, UNIT_SPEARMAN, UNIT_SCOUT, 25, 10, 0, 5, 18, 41
22, 63, 1, 1:1, 6029320:327683, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -2, -2, 20, 44
22, 63, 6, 1:1, 5308486:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -4, 0, 38
22, 63, 17, 1:1, 3276845:196610, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, -5, 7, 53, 17
23, 2, 63, 1:1, 131073:1376276, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 3, 26, 46
23, 6, 63, 1:1, 720896:3801140, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, 0, 0, 37
23, 6, 63, 1:1, 393220:4718654, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 2, -4, 19, 31
23, 19, 63, 1:1, 393220:5767244, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, 0, 23, 40
23, 25, 63, 1:1, 327680:1179665, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 7, 7, 39, 28
23, 25, 63, 1:1, 196610:6684754, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 0, 27, 34
23, 27, 63, 1:1, 327683:6160463, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -9, 21, 38
23, 63, 25, 1:1, 6684754:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 4, 46, 25
23, 63, 25, 1:1, 1179665:327680, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -5, 6, 44, 23
23, 63, 0, 1:1, 6815828:327683, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 1, 22, 43
23, 63, 0, 1:1, 2424867:327683, UNIT_SPEARMAN, UNIT_SCOUT, 25, 10, -2, -3, 17, 61
23, 63, 1, 1:1, 6029320:327683, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -4, -6, 13, 60
24, 13, 63, 1:1, 393220:6422537, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 0, 25, 32
24, 16, 63, 1:1, 327683:851980, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 16, 47
24, 63, 19, 1:1, 5767244:262144, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 5, 38, 21
24, 63, 25, 1:1, 6684754:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -8, 7, 48, 19
24, 63, 25, 1:1, 1179665:196610, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -9, 10, 54, 16
25, 8, 63, 1:1, 458756:2949127, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, 3, 0, 62
25, 13, 63, 1:1, 524294:6422537, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, -3, 0, 48
25, 13, 63, 1:1, 393220:6422537, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -8, 22, 48
25, 19, 63, 1:1, 262144:5767244, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -8, 23, 49
25, 22, 63, 1:1, 524294:2293793, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 5, -2, 21, 35
25, 26, 63, 1:1, 262144:7667802, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 0, 3, 0, 44
25, 26, 63, 1:1, 196610:7667802, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 1, -1, 16, 64
25, 63, 9, 1:1, 327684:196608, UNIT_SPEARMAN, UNIT_SCOUT, 25, 10, -8, 5, 23, 28
25, 63, 0, 1:1, 4259897:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -4, 8, 0, 15
26, 0, 63, 1:1, 131073:4259897, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 5, -4, 11, 89
26, 0, 63, 1:1, 524292:6815828, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 1, 27, 32
26, 0, 63, 1:1, 131073:6815828, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -2, 21, 40
26, 0, 63, 1:1, 524292:6815828, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 2, -6, 18, 45
26, 5, 63, 1:1, 327683:2949127, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -3, 0, 37
26, 8, 63, 1:1, 458756:2949127, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, -7, 0, 94
26, 19, 63, 1:1, 262144:6029320, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, -6, 25, 36
26, 21, 63, 1:1, 327683:6553632, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 6, 35, 24
26, 29, 63, 1:1, 131073:6553632, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 4, 31, 25
26, 63, 4, 1:1, 4587580:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 3, 0, 20
26, 63, 19, 1:1, 6029320:262144, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -9, -2, 35, 19
27, 0, 63, 1:1, 131073:2424867, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 3, 35, 29
27, 4, 63, 1:1, 131073:4587580, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -2, 0, 21, 40
27, 21, 63, 1:1, 196610:6553632, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 1, 23, 38
27, 29, 63, 1:1, 131073:6619166, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 2, 0, 20, 41
27, 63, 4, 1:1, 4587580:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -4, -1, 0, 18
27, 63, 8, 1:1, 2818089:196608, UNIT_QUADRIREME, UNIT_SCOUT, 25, 10, 0, 5, 0, 47
28, 6, 63, 1:1, 786439:7209005, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, 0, 0, 43
28, 9, 63, 1:1, 589828:5832781, UNIT_SCYTHIAN_HORSE_ARCHER, UNIT_SCOUT, 25, 10, 5, 0, 0, 61
28, 12, 63, 1:1, 327683:1769498, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 0, 32, 24
28, 13, 63, 1:1, 131073:262147, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, -9, 12, 75
28, 18, 63, 1:1, 458752:7077941, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, 0, 0, 43
28, 21, 63, 1:1, 196610:6553632, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, -3, 28, 35
28, 63, 9, 1:1, 7536728:589828, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_SCYTHIAN_HORSE_ARCHER, 15, 20, 0, 5, 0, 16
28, 63, 21, 1:1, 6619166:131073, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -4, 5, 65, 17
28, 63, 19, 1:1, 8454152:262144, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 2, 0, 36
28, 63, 11, 1:1, 7471191:196608, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_SCOUT, 15, 10, 0, 5, 0, 25
29, 0, 63, 1:1, 131073:2424867, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 9, 0, 25, 35
29, 6, 63, 1:1, 786439:7209005, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, -4, 0, 57
29, 9, 63, 1:1, 131073:7536728, UNIT_WARRIOR, UNIT_BARBARIAN_HORSE_ARCHER, 20, 10, 5, 0, 14, 54
29, 18, 63, 1:1, 458752:7077941, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, -4, 0, 49
29, 63, 9, 1:1, 7536728:131073, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_WARRIOR, 15, 20, -5, 4, 0, 16
29, 63, 25, 1:1, 1245202:589829, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -4, 5, 56, 13
29, 63, 22, 1:1, 2293793:458757, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -5, -1, 35, 26
29, 63, 19, 1:1, 8454152:262144, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -1, 0, 36
29, 63, 9, 1:1, 3735603:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 8, 22, 27
29, 63, 15, 1:1, 6881365:458756, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 5, 0, 34
30, 0, 63, 1:1, 131073:2424867, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, -4, 24, 40
30, 9, 63, 1:1, 720899:7536728, UNIT_SCYTHIAN_HORSE_ARCHER, UNIT_BARBARIAN_HORSE_ARCHER, 25, 10, 10, -5, 0, 100
30, 9, 63, 1:1, 786434:8192090, UNIT_SCYTHIAN_HORSE_ARCHER, UNIT_BARBARIAN_HORSEMAN, 25, 20, 5, 0, 0, 43
30, 12, 63, 1:1, 327683:1769498, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -3, -2, 32, 25
30, 18, 63, 1:1, 458752:4522043, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, 0, 0, 41
30, 18, 63, 1:1, 131073:4522043, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -4, 18, 34
30, 20, 63, 1:1, 131073:7340111, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 9, 34, 27
30, 25, 63, 1:1, 589829:1245202, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 4, -9, 12, 72
30, 63, 9, 1:1, 8192090:589828, UNIT_BARBARIAN_HORSEMAN, UNIT_SCYTHIAN_HORSE_ARCHER, 20, 20, -4, 5, 38, 20
30, 63, 9, 1:1, 7864337:589828, UNIT_BARBARIAN_HORSEMAN, UNIT_SCYTHIAN_HORSE_ARCHER, 20, 20, 0, 3, 32, 28
30, 63, 0, 1:1, 9240608:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -1, 31, 25
30, 63, 9, 1:1, 8519687:589828, UNIT_BARBARIAN_HORSEMAN, UNIT_SCYTHIAN_HORSE_ARCHER, 20, 20, 0, 1, 26, 34
30, 63, 9, 1:1, 3735603:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, 2, 19, 43
30, 63, 15, 1:1, 6881365:458756, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 2, 0, 32
31, 9, 63, 1:1, 655366:8192090, UNIT_SCYTHIAN_HORSE_ARCHER, UNIT_BARBARIAN_HORSEMAN, 25, 20, 5, -8, 0, 71
31, 20, 63, 1:1, 458756:7405654, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, 3, 0, 58
31, 20, 63, 1:1, 131073:7340111, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 7, 6, 35, 28
31, 25, 63, 1:1, 524292:4390917, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 18, 47
31, 63, 9, 1:1, 7864337:589828, UNIT_BARBARIAN_HORSEMAN, UNIT_SCYTHIAN_HORSE_ARCHER, 20, 20, -3, -3, 34, 27
31, 63, 0, 1:1, 9240608:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, -4, 33, 27
31, 63, 20, 1:1, 7340111:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -5, 3, 40, 30
31, 63, 9, 1:1, 8519687:589828, UNIT_BARBARIAN_HORSEMAN, UNIT_SCYTHIAN_HORSE_ARCHER, 20, 20, -3, -5, 24, 35
31, 63, 1, 1:1, 8978532:655368, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 11, 36, 28
31, 63, 11, 1:1, 7471191:196608, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_SCOUT, 15, 10, 0, 3, 0, 36
31, 63, 9, 1:1, 3735603:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -4, -4, 21, 43
32, 0, 63, 1:1, 524292:9240608, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -6, 22, 54
32, 9, 63, 1:1, 720899:7864337, UNIT_SCYTHIAN_HORSE_ARCHER, UNIT_BARBARIAN_HORSEMAN, 25, 20, 5, -7, 0, 67
32, 12, 63, 1:1, 327683:1769498, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -6, -5, 30, 23
32, 16, 63, 1:1, 327683:4063286, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 9, 30, 24
32, 18, 63, 1:1, 458752:1376276, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, -2, 0, 56
32, 20, 63, 1:1, 458756:7405654, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, -6, 0, 58
