Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
3, 4, 63, 1:1, 131073:327684, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 3, 34, 21
22, 63, 6, 1:1, 131073:131073, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -10, 4, 87, 10
22, 63, 20, 1:1, 6946899:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 8, 44, 16
22, 63, 3, 1:1, 2162720:458757, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, 3, 29, 33
23, 4, 63, 1:1, 786440:3145773, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 5, -8, 0, 42
23, 10, 63, 1:1, 196608:5570632, UNIT_SCOUT, UNIT_SLINGER, 10, 5, 5, 0, 23, 41
23, 13, 63, 1:1, 196610:3866654, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -3, 0, 17, 52
23, 19, 63, 1:1, 262144:6619177, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 5, 0, 0, 37
23, 19, 63, 1:1, 131073:6619177, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 1, 14, 54
23, 20, 63, 1:1, 131073:6946899, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 8, -6, 19, 47
23, 28, 63, 1:1, 327683:393221, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 1, -4, 18, 47
23, 63, 4, 1:1, 3801119:720897, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 2, 0, 20
23, 63, 5, 1:1, 1900572:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 0, 32, 27
23, 63, 26, 1:1, 7209006:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 12, 0, 17
23, 63, 4, 1:1, 3473457:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -4, 3, 28, 35
24, 4, 63, 1:1, 786440:3801119, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 5, 0, 0, 63
24, 4, 63, 1:1, 393219:3473457, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 2, -7, 36, 23
24, 10, 63, 1:1, 589829:4587579, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, -1, 0, 55
24, 17, 63, 1:1, 327683:1572887, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 8, 18, 45
24, 18, 63, 1:1, 262144:6357021, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 7, -1, 21, 37
24, 29, 63, 1:1, 524293:2818088, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -1, 3, 28, 38
24, 63, 4, 1:1, 3801119:786440, UNIT_SLINGER, UNIT_SLINGER, 15, 5, -6, 5, 0, 29
24, 63, 18, 1:1, 6422541:262144, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 0, 0, 43, 20
24, 63, 26, 1:1, 7209006:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 14, 0, 16
24, 63, 29, 1:1, 2752551:524293, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 0, 1, 22, 39
24, 63, 11, 1:1, 6815748:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 5, 27, 41
24, 63, 10, 1:1, 5570632:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, -4, 3, 0, 31
25, 4, 63, 1:1, 786440:3801119, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 2, -6, 0, 53
25, 8, 63, 1:1, 196608:4325431, UNIT_SCOUT, UNIT_SLINGER, 10, 5, 8, 0, 17, 45
25, 29, 63, 1:1, 131073:2752551, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, -2, 24, 34
25, 63, 18, 1:1, 6422541:327683, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -4, 5, 59, 16
25, 63, 5, 1:1, 4259894:458757, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -10, 0, 21, 42
25, 63, 26, 1:1, 7209006:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 13, 0, 15
25, 63, 29, 1:1, 7602262:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 3, 31, 25
26, 3, 63, 1:1, 458757:2162720, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -3, 3, 65, 16
26, 4, 63, 1:1, 196608:3473457, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 5, -9, 27, 41
26, 10, 63, 1:1, 589829:5177411, UNIT_ARCHER, UNIT_SLINGER, 25, 5, 5, -5, 0, 100
26, 10, 63, 1:1, 196608:5570632, UNIT_SCOUT, UNIT_SLINGER, 10, 5, 5, -1, 20, 38
26, 12, 63, 1:1, 393220:7405638, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 11, 38, 19
26, 63, 26, 1:1, 7209006:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 13, 0, 16
26, 63, 10, 1:1, 5570632:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, -8, 3, 0, 27
26, 63, 29, 1:1, 8061018:458752, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 5, 34, 28
26, 63, 29, 1:1, 8454238:458752, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 2, 29, 23
26, 63, 3, 1:1, 6881362:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 2, 25, 41
26, 63, 3, 1:1, 2162720:458757, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -7, -2, 20, 42
27, 0, 63, 1:1, 131073:7012436, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 3, 24, 38
27, 3, 63, 1:1, 524294:2162720, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -6, 0, 44
27, 3, 63, 1:1, 327683:6225999, UNIT_SLINGER, UNIT_GALLEY, 15, 30, 0, 0, 0, 16
27, 4, 5, 1:1, 786440:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -1, -1, 0, 20
27, 5, 4, 1:1, 458757:720897, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -4, 3, 0, 19
27, 5, 4, 1:1, 131073:786440, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -3, 4, 25, 46
27, 12, 63, 1:1, 196610:7405638, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 9, 36, 21
27, 12, 63, 1:1, 393220:7405638, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 7, 44, 21
27, 17, 63, 1:1, 196610:1572887, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 2, 20, 59
27, 63, 26, 1:1, 7209006:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 12, 0, 13
27, 63, 27, 1:1, 5570632:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -8, 5, 0, 16
27, 63, 2, 1:1, 7929861:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 0, 0, 21
27, 63, 29, 1:1, 7602262:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 3, 33, 27
27, 63, 4, 1:1, 4194316:393219, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 4, 0, 32
28, 0, 63, 1:1, 131073:7012436, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, -1, 22, 32
28, 4, 63, 1:1, 196608:4194316, UNIT_SCOUT, UNIT_SLINGER, 10, 5, 2, 5, 27, 36
28, 8, 63, 1:1, 196608:4325431, UNIT_SCOUT, UNIT_SLINGER, 10, 5, 7, 2, 21, 44
28, 9, 63, 1:1, 589831:6094925, UNIT_SUMERIAN_WAR_CART, UNIT_SLINGER, 30, 5, 0, 11, 16, 54
28, 12, 63, 1:1, 196610:7405638, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 5, 32, 27
28, 16, 63, 1:1, 196610:7405638, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, -3, 25, 43
28, 16, 63, 1:1, 131073:6881362, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -2, 20, 38
28, 63, 26, 1:1, 7209006:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 12, 0, 14
28, 63, 19, 1:1, 9175140:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 5, 38, 25
28, 63, 27, 1:1, 5570632:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -8, 8, 0, 11
28, 63, 2, 1:1, 7929861:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 1, 0, 27
28, 63, 2, 1:1, 983054:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 0, 3, 27, 28
28, 63, 29, 1:1, 7602262:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, -3, 29, 30
28, 63, 4, 1:1, 4194316:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, -4, 3, 0, 32
28, 63, 8, 1:1, 6815748:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -3, 5, 22, 36
29, 0, 63, 1:1, 131073:7012436, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 2, -4, 26, 40
29, 4, 63, 1:1, 983051:4194316, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 5, 1, 14, 51
29, 16, 63, 1:1, 131073:6881362, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -6, 20, 43
29, 63, 26, 1:1, 7209006:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 12, 0, 17
29, 63, 19, 1:1, 9175140:262144, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -4, 10, 31, 27
29, 63, 27, 1:1, 5570632:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -8, 11, 0, 10
29, 63, 2, 1:1, 7929861:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, -8, 0, 31
29, 63, 23, 1:1, 7340117:458757, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 5, 30, 22
29, 63, 4, 1:1, 4194316:983051, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -9, 4, 0, 14
