Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
3, 3, 63, 1:1, 131073:983054, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 3, 35, 23
9, 63, 13, 1:1, 196610:262144, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, -4, 0, 15, 44
9, 63, 7, 1:1, 65536:196608, UNIT_SPEARMAN, UNIT_SCOUT, 25, 10, -2, 13, 25, 35
10, 7, 63, 1:1, 131073:65536, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 1, 35, 25
10, 9, 63, 1:1, 262146:1179665, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 5, -1, 0, 45
10, 13, 63, 1:1, 131073:196610, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, -1, 19, 31
10, 63, 22, 1:1, 1572887:196610, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -5, 8, 74, 14
10, 63, 26, 1:1, 2621479:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 5, 0, 18
10, 63, 13, 1:1, 2228257:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 8, 38, 22
10, 63, 13, 1:1, 196610:262144, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, -9, 1, 19, 45
10, 63, 7, 1:1, 65536:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -7, 7, 34, 22
10, 63, 10, 1:1, 2359331:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 3, 29, 22
11, 9, 63, 1:1, 262146:1179665, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 5, -3, 0, 39
11, 13, 63, 1:1, 131073:2228257, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 1, 27, 26
11, 26, 63, 1:1, 196610:2621479, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 1, 6, 22, 47
11, 63, 26, 1:1, 2621479:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -5, 1, 0, 20
11, 63, 13, 1:1, 2228257:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, 3, 41, 23
11, 63, 13, 1:1, 3014699:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 5, 38, 20
11, 63, 7, 1:1, 2162720:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -7, 21, 35
11, 63, 10, 1:1, 2359331:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 5, 32, 23
12, 3, 63, 1:1, 327683:1048591, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 3, 0, 32
12, 13, 63, 1:1, 196610:3014699, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -1, 28, 36
12, 29, 63, 1:1, 131073:131073, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 3, 22, 43
12, 63, 3, 1:1, 3407918:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 20, 46
12, 63, 13, 1:1, 3014699:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, 0, 34, 21
12, 63, 7, 1:1, 2162720:327683, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -2, 3, 22, 35
12, 63, 10, 1:1, 2359331:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, 4, 35, 23
13, 6, 63, 1:1, 131073:3538961, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 19, 35
13, 7, 63, 1:1, 327683:2162720, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 2, -6, 0, 37
13, 25, 63, 1:1, 196610:2687016, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 9, 30, 25
13, 63, 3, 1:1, 3735601:131073, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, 0, -10, 20, 44
13, 63, 1, 1:1, 3604527:327683, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 0, 0, 0, 46
13, 63, 1, 1:1, 3342336:393220, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 0, 29, 26
13, 63, 7, 1:1, 2162720:327683, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -8, 0, 19, 47
14, 1, 63, 1:1, 393220:3342336, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, -3, 26, 31
14, 13, 63, 1:1, 131073:3997748, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 9, 3, 12, 57
14, 25, 63, 1:1, 131073:2687016, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 7, 30, 27
14, 25, 63, 1:1, 196610:2687016, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 7, 4, 30, 23
14, 63, 3, 1:1, 3735601:327683, UNIT_BARBARIAN_HORSEMAN, UNIT_SLINGER, 20, 5, -2, 0, 21, 53
14, 63, 1, 1:1, 3604527:327683, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 0, -7, 0, 59
14, 63, 1, 1:1, 3342336:393220, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, -5, 27, 28
14, 63, 7, 1:1, 2162720:327683, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -10, -5, 0, 51
15, 9, 63, 1:1, 131073:2424868, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 0, 27, 43
15, 25, 63, 1:1, 131073:2687016, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 7, 2, 34, 33
15, 27, 63, 1:1, 262144:3932211, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 5, 0, 0, 44
15, 63, 25, 1:1, 4718655:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 2, 26, 23
15, 63, 20, 1:1, 983054:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -7, 10, 47, 19
15, 63, 3, 1:1, 3735601:327683, UNIT_BARBARIAN_HORSEMAN, UNIT_SLINGER, 20, 5, -4, -5, 17, 49
15, 63, 13, 1:1, 3604527:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 4, 0, 19
16, 9, 63, 1:1, 131073:2424868, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 2, -1, 29, 39
16, 13, 63, 1:1, 262144:3342336, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 5, -9, 0, 45
16, 20, 63, 1:1, 131073:5046340, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 3, 3, 30, 29
16, 26, 63, 1:1, 131073:3276802, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 13, 61
16, 27, 63, 1:1, 262144:3866667, UNIT_SLINGER, UNIT_SPEARMAN, 15, 25, 5, 0, 0, 21
16, 63, 20, 1:1, 5046340:131073, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, -3, 0, 34, 29
16, 63, 13, 1:1, 4390970:262144, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 0, 0, 15, 62
16, 63, 27, 1:1, 3866667:262144, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, -2, 3, 19, 43
17, 6, 63, 1:1, 131073:3473441, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, 9, 40, 21
17, 8, 63, 1:1, 131073:3866667, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, -4, 25, 40
17, 13, 63, 1:1, 196610:3604527, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 0, -2, 15, 64
17, 18, 63, 1:1, 196610:3407918, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 1, 23, 34
17, 25, 63, 1:1, 196610:4718655, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 0, 34, 29
17, 25, 63, 1:1, 131073:4718655, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, -2, 27, 24
17, 29, 63, 1:1, 196610:131073, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 1, 15, 44
17, 29, 63, 1:1, 327683:131073, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, -9, 11, 65
17, 63, 25, 1:1, 4718655:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -8, 3, 45, 19
17, 63, 20, 1:1, 5046340:131073, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, -6, 0, 31, 25
17, 63, 13, 1:1, 3604527:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -6, -1, 0, 22
17, 63, 13, 1:1, 4390970:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -1, -4, 32, 27
18, 9, 63, 1:1, 131073:2424868, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 12, -8, 15, 75
18, 10, 63, 1:1, 196608:2359331, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 0, -7, 32, 28
18, 26, 63, 1:1, 131073:2621479, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 5, -5, 12, 62
18, 63, 26, 1:1, 5111877:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 4, 28, 22
18, 63, 9, 1:1, 4587581:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 4, 28, 26
18, 63, 10, 1:1, 3670064:524294, UNIT_BARBARIAN_HORSEMAN, UNIT_SCOUT, 20, 10, 0, 0, 16, 49
19, 8, 63, 1:1, 131073:3866667, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 3, -8, 19, 43
19, 9, 63, 1:1, 131073:4587581, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 8, -3, 18, 44
19, 16, 63, 1:1, 196610:1441813, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 17, 49
19, 18, 63, 1:1, 196610:3407918, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -5, 25, 41
19, 20, 63, 1:1, 196610:1048591, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 17, 51
19, 23, 63, 1:1, 131073:5177384, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 9, 30, 27
19, 26, 63, 1:1, 196610:5111877, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 11, -3, 14, 47
19, 63, 26, 1:1, 5111877:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, 3, 42, 23
19, 63, 10, 1:1, 4522044:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, -3, 17, 43
19, 63, 9, 1:1, 4587581:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, -1, 36, 22
20, 7, 63, 1:1, 196608:2162720, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -2, -7, 32, 28
20, 23, 63, 1:1, 131073:5177384, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 7, 6, 33, 29
20, 63, 3, 1:1, 5767244:393219, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_SLINGER, 15, 5, 0, 8, 0, 26
20, 63, 18, 1:1, 3407918:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -9, 0, 50, 21
20, 63, 6, 1:1, 6160464:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 2, 0, 25
21, 10, 63, 1:1, 458757:3670064, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 0, 6, 45, 24
21, 26, 63, 1:1, 393220:4063285, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, 0, 0, 74
21, 26, 63, 1:1, 196610:4063285, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 2, -7, 12, 65
21, 63, 3, 1:1, 5767244:393219, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_SLINGER, 15, 5, 0, 5, 0, 32
21, 63, 4, 1:1, 1769498:327683, UNIT_QUADRIREME, UNIT_SLINGER, 25, 5, 0, 5, 0, 61
21, 63, 4, 1:1, 4915266:327683, UNIT_QUADRIREME, UNIT_SLINGER, 25, 5, 0, -1, 0, 73
22, 10, 63, 1:1, 262146:3670064, UNIT_SLINGER, UNIT_BARBARIAN_HORSEMAN, 15, 20, 0, -4, 0, 24
22, 16, 63, 1:1, 196610:6750251, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 3, 3, 28, 30
22, 18, 63, 1:1, 327683:3735601, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 5, -6, 16, 38
22, 19, 63, 1:1, 458757:5374023, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 13, 49
22, 19, 63, 1:1, 262144:5242894, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 6, 17, 37
22, 20, 63, 1:1, 262144:5963853, UNIT_SLINGER, UNIT_BARBARIAN_HORSE_ARCHER, 15, 10, 5, 0, 0, 37
22, 20, 63, 1:1, 196610:5963853, UNIT_WARRIOR, UNIT_BARBARIAN_HORSE_ARCHER, 20, 10, 3, -4, 14, 68
22, 23, 63, 1:1, 196610:5242894, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 2, 19, 52
22, 63, 6, 1:1, 5046340:196608, UNIT_BARBARIAN_HORSEMAN, UNIT_SCOUT, 20, 10, -9, 5, 38, 29
22, 63, 1, 1:1, 6094927:458757, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 5, 41, 25
22, 63, 29, 1:1, 4456507:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 8, 33, 18
22, 63, 10, 1:1, 3670064:262146, UNIT_BARBARIAN_HORSEMAN, UNIT_SLINGER, 20, 5, -6, 5, 24, 40
22, 63, 16, 1:1, 6750251:196610, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, -3, 4, 40, 25
23, 9, 63, 1:1, 196608:2949139, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 5, 0, 24, 40
23, 10, 63, 1:1, 524294:4522044, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -2, -2, 43, 20
23, 12, 63, 1:1, 458756:4325433, UNIT_ARCHER, UNIT_SLINGER, 25, 5, 5, 0, 0, 74
23, 16, 63, 1:1, 196610:1441813, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, 1, 22, 42
23, 18, 63, 1:1, 131073:3735601, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 5, -10, 19, 46
23, 20, 63, 1:1, 262144:5308486, UNIT_SLINGER, UNIT_BARBARIAN_HORSEMAN, 15, 20, 5, 0, 0, 35
23, 20, 63, 1:1, 196610:5308486, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 2, -3, 28, 42
23, 23, 63, 1:1, 393220:4849729, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 5, 0, 28, 40
23, 26, 63, 1:1, 327683:1245202, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 9, 37, 24
23, 63, 3, 1:1, 5767244:393219, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_SLINGER, 15, 5, 0, -1, 0, 38
23, 63, 20, 1:1, 5308486:262144, UNIT_BARBARIAN_HORSEMAN, UNIT_SLINGER, 20, 5, -8, 5, 22, 37
23, 63, 10, 1:1, 7536732:262146, UNIT_BARBARIAN_HORSEMAN, UNIT_SLINGER, 20, 5, 0, -4, 12, 71
23, 63, 1, 1:1, 6488146:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 0, 30, 34
23, 63, 1, 1:1, 6094927:458757, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 3, 34, 26
23, 63, 29, 1:1, 2293794:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 6, 32, 21
23, 63, 29, 1:1, 4456507:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, -1, 32, 31
23, 63, 23, 1:1, 4849729:393220, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -4, 2, 41, 20
23, 63, 16, 1:1, 6750251:196610, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, -7, -1, 29, 24
23, 63, 23, 1:1, 5177384:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -6, 8, 45, 23
24, 1, 63, 1:1, 786438:2949139, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -1, 0, 30
24, 1, 63, 1:1, 393220:2949139, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, -4, 16, 53
24, 10, 63, 1:1, 196608:4522044, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -3, -4, 36, 19
24, 10, 63, 1:1, 458757:3670064, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, -3, -3, 26, 31
24, 12, 63, 1:1, 458756:4325433, UNIT_ARCHER, UNIT_SLINGER, 25, 5, 5, -2, 0, 90
24, 18, 63, 1:1, 458756:5767244, UNIT_ARCHER, UNIT_BARBARIAN_HORSE_ARCHER, 25, 10, 5, 0, 0, 63
24, 18, 63, 1:1, 327683:5767244, UNIT_WARRIOR, UNIT_BARBARIAN_HORSE_ARCHER, 20, 10, 5, -6, 12, 69
24, 20, 63, 1:1, 262144:5308486, UNIT_SLINGER, UNIT_BARBARIAN_HORSEMAN, 15, 20, 1, -10, 0, 33
24, 23, 63, 1:1, 196610:5242894, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, -6, 12, 67
24, 23, 63, 1:1, 393220:4849729, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -8, 22, 41
24, 26, 63, 1:1, 393220:1245202, UNIT_ARCHER, UNIT_SPEARMAN, 25, 25, 5, 7, 0, 29
24, 26, 63, 1:1, 327683:1245202, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 4, 33, 32
24, 63, 20, 1:1, 1048591:262144, UNIT_SCOUT, UNIT_SLINGER, 10, 5, -8, 1, 35, 25
24, 63, 26, 1:1, 8061027:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 8, 0, 14
24, 63, 29, 1:1, 4456507:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, 9, 55, 16
24, 63, 17, 1:1, 7340064:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 8, 37, 23
24, 63, 19, 1:1, 8192101:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 8, 34, 20
24, 63, 10, 1:1, 4522044:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -6, -7, 17, 37
25, 1, 63, 1:1, 589827:6488146, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -3, 20, 44
25, 1, 63, 1:1, 393220:6488146, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -7, 21, 40
25, 10, 63, 1:1, 524294:4522044, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 0, -7, 28, 22
25, 19, 63, 1:1, 196610:8192101, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, 3, 32, 24
25, 26, 63, 1:1, 393220:1245202, UNIT_ARCHER, UNIT_SPEARMAN, 25, 25, 5, 1, 0, 33
25, 63, 1, 1:1, 5505097:393220, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 1, 0, 19
25, 63, 1, 1:1, 6094927:524290, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, 5, 41, 18
25, 63, 26, 1:1, 8061027:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 10, 0, 15
25, 63, 17, 1:1, 7340064:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 10, 45, 17
25, 63, 19, 1:1, 8192101:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, 3, 33, 24
25, 63, 23, 1:1, 6553683:393220, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, 0, -2, 0, 25
26, 1, 63, 1:1, 524290:5505097, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 3, 5, 20, 59
26, 9, 63, 1:1, 196608:8323140, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 5, 0, 24, 37
26, 10, 63, 1:1, 524294:4522044, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 2, -9, 26, 28
26, 14, 63, 1:1, 262144:917517, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 5, 0, 22, 36
26, 19, 63, 1:1, 196610:8192101, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, -3, 23, 27
26, 27, 63, 1:1, 393219:3932211, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, -1, 0, 67
26, 28, 63, 1:1, 327683:524295, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 5, 17, 47
26, 63, 26, 1:1, 8061027:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 11, 0, 13
26, 63, 29, 1:1, 2293794:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 13, 60, 13
26, 63, 13, 1:1, 3604527:458752, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -6, 3, 0, 15
26, 63, 17, 1:1, 7340064:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -8, 9, 66, 16
26, 63, 12, 1:1, 6357027:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 13, 48, 16
26, 63, 2, 1:1, 6815828:196608, UNIT_QUADRIREME, UNIT_SCOUT, 25, 10, 0, 3, 0, 53
27, 1, 63, 1:1, 786438:5505097, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 5, -6, 0, 54
27, 13, 63, 1:1, 458752:4390970, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -1, 0, 34, 23
27, 26, 63, 1:1, 131073:8061027, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 7, 0, 15, 61
27, 29, 63, 1:1, 196610:2293794, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, 2, 25, 35
27, 63, 26, 1:1, 8061027:393220, UNIT_SLINGER, UNIT_ARCHER, 15, 15, -6, 6, 0, 18
27, 63, 7, 1:1, 9371727:196608, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, 5, 0, 37
27, 63, 7, 1:1, 7602269:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 1, 17, 35
27, 63, 12, 1:1, 6357027:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -5, 15, 55, 11
28, 6, 63, 1:1, 196608:1703961, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 5, 3, 32, 29
28, 7, 63, 1:1, 458756:6291492, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 5, 3, 29, 29
28, 7, 63, 1:1, 196608:7602269, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -2, -2, 48, 22
28, 9, 63, 1:1, 131073:1114128, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 14, 0, 20, 45
28, 13, 63, 1:1, 131073:4390970, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -2, 24, 39
28, 13, 63, 1:1, 458752:4390970, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -5, -6, 28, 25
28, 14, 63, 1:1, 262144:917517, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 3, -4, 22, 33
28, 17, 63, 1:1, 327683:9306194, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 0, 27, 38
28, 26, 63, 1:1, 393220:8061027, UNIT_ARCHER, UNIT_SLINGER, 25, 5, -2, -6, 0, 67
28, 28, 63, 1:1, 524293:524295, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, -2, 0, 74
28, 63, 12, 1:1, 9830414:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 10, 0, 23
28, 63, 12, 1:1, 3801138:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 13, 48, 19
28, 63, 0, 1:1, 7471195:327680, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 5, 0, 27
28, 63, 23, 1:1, 9240595:458757, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 5, 35, 21
28, 63, 17, 1:1, 9306194:327683, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 2, 30, 26
28, 63, 3, 1:1, 9109561:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 19, 35
29, 6, 63, 1:1, 196608:1703961, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 2, 0, 23, 36
29, 16, 63, 1:1, 655366:4259896, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, 6, 0, 54
29, 16, 63, 1:1, 327683:4259896, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 1, 17, 52
29, 17, 63, 1:1, 327683:9306194, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -9, 17, 49
29, 23, 63, 1:1, 458757:9240595, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 3, -3, 24, 32
29, 26, 63, 1:1, 458757:8126564, UNIT_ARCHER, UNIT_BARBARIAN_HORSEMAN, 25, 20, 0, 0, 0, 35
