Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
10, LOC_CITY_NAME_BANDAR_BRUNEI, 3.5, BUILDING_MONUMENT, 29.9, 30, 0.0
10, LOC_CITY_NAME_AMSTERDAM, 3.3, BUILDING_MONUMENT, 27.5, 30, 0.0
10, LOC_CITY_NAME_KANDY, 6.0, UNIT_BUILDER, 27.9, 25, 0.0
11, LOC_CITY_NAME_POKROVKA, 10.5, UNIT_SETTLER, 20.0, 55, 0.0
11, LOC_CITY_NAME_ROME, 16.2, UNIT_BUILDER, 16.2, 27, 0.0
11, LOC_CITY_NAME_ST_PETERSBURG, 8.4, BUILDING_STONEHENGE, 23.1, 90, 0.0
11, LOC_CITY_NAME_URUK, 9.6, UNIT_BUILDER, 35.9, 27, 8.9
11, LOC_CITY_NAME_KUMASI, 5.0, BUILDING_GRANARY, 10.2, 32, 0.0
11, LOC_CITY_NAME_VALLETTA, 3.0, BUILDING_MONUMENT, 30.5, 30, 0.5
11, LOC_CITY_NAME_PRESLAV, 2.0, BUILDING_GRANARY, 4.0, 32, 0.0
11, LOC_CITY_NAME_BANDAR_BRUNEI, 3.5, BUILDING_MONUMENT, 33.4, 30, 3.4
11, LOC_CITY_NAME_AMSTERDAM, 3.5, BUILDING_MONUMENT, 31.0, 30, 1.0
11, LOC_CITY_NAME_KANDY, 2.0, BUILDING_GRANARY, 2.0, 32, 0.0
12, LOC_CITY_NAME_POKROVKA, 10.5, UNIT_SETTLER, 30.5, 55, 0.0
12, LOC_CITY_NAME_ROME, 13.2, UNIT_BUILDER, 29.4, 27, 2.4
12, LOC_CITY_NAME_ST_PETERSBURG, 8.4, BUILDING_STONEHENGE, 31.5, 90, 0.0
12, LOC_CITY_NAME_URUK, 18.5, BUILDING_GRANARY, 18.5, 32, 0.0
12, LOC_CITY_NAME_KUMASI, 5.0, BUILDING_GRANARY, 15.2, 32, 0.0
12, LOC_CITY_NAME_VALLETTA, 10.5, UNIT_BUILDER, 10.5, 25, 0.0
12, LOC_CITY_NAME_PRESLAV, 2.0, BUILDING_GRANARY, 6.0, 32, 0.0
12, LOC_CITY_NAME_BANDAR_BRUNEI, 20.7, UNIT_BUILDER, 20.7, 25, 0.0
12, LOC_CITY_NAME_AMSTERDAM, 13.5, UNIT_BUILDER, 13.5, 25, 0.0
12, LOC_CITY_NAME_KANDY, 2.0, BUILDING_GRANARY, 4.0, 32, 0.0
13, LOC_CITY_NAME_POKROVKA, 10.5, UNIT_SETTLER, 41.0, 55, 0.0
13, LOC_CITY_NAME_ROME, 19.9, UNIT_SCOUT, 19.9, 15, 0.0
13, LOC_CITY_NAME_ST_PETERSBURG, 7.2, BUILDING_STONEHENGE, 38.7, 90, 0.0
13, LOC_CITY_NAME_URUK, 9.6, BUILDING_GRANARY, 28.1, 32, 0.0
13, LOC_CITY_NAME_KUMASI, 5.0, BUILDING_GRANARY, 20.2, 32, 0.0
13, LOC_CITY_NAME_VALLETTA, 9.0, UNIT_BUILDER, 19.5, 25, 0.0
13, LOC_CITY_NAME_PRESLAV, 2.0, BUILDING_GRANARY, 8.0, 32, 0.0
13, LOC_CITY_NAME_BANDAR_BRUNEI, 10.5, UNIT_BUILDER, 31.2, 25, 0.0
13, LOC_CITY_NAME_AMSTERDAM, 10.5, UNIT_BUILDER, 24.0, 25, 0.0
13, LOC_CITY_NAME_KANDY, 2.0, BUILDING_GRANARY, 6.0, 32, 0.0
14, LOC_CITY_NAME_POKROVKA, 10.5, UNIT_SETTLER, 51.5, 55, 0.0
14, LOC_CITY_NAME_ROME, 17.5, UNIT_SCOUT, 17.5, 15, 0.0
14, LOC_CITY_NAME_ST_PETERSBURG, 8.0, BUILDING_STONEHENGE, 46.7, 90, 0.0
14, LOC_CITY_NAME_URUK, 9.6, BUILDING_GRANARY, 37.7, 32, 5.7
14, LOC_CITY_NAME_KUMASI, 5.0, BUILDING_GRANARY, 25.2, 32, 0.0
14, LOC_CITY_NAME_VALLETTA, 9.0, UNIT_BUILDER, 28.5, 25, 0.0
14, LOC_CITY_NAME_PRESLAV, 2.0, BUILDING_GRANARY, 10.0, 32, 0.0
14, LOC_CITY_NAME_BANDAR_BRUNEI, 3.5, BUILDING_GRANARY, 3.5, 32, 0.0
14, LOC_CITY_NAME_AMSTERDAM, 10.5, UNIT_BUILDER, 34.5, 25, 2.5
14, LOC_CITY_NAME_KANDY, 1.8, BUILDING_GRANARY, 7.8, 32, 0.0
15, LOC_CITY_NAME_POKROVKA, 10.5, UNIT_SETTLER, 62.0, 55, 7.0
15, LOC_CITY_NAME_ROME, 17.5, UNIT_WARRIOR, 17.5, 20, 0.0
15, LOC_CITY_NAME_ST_PETERSBURG, 8.0, BUILDING_STONEHENGE, 54.8, 90, 0.0
15, LOC_CITY_NAME_URUK, 16.5, UNIT_SUMERIAN_WAR_CART, 16.5, 27, 0.0
15, LOC_CITY_NAME_KUMASI, 5.0, BUILDING_GRANARY, 30.2, 32, 0.0
15, LOC_CITY_NAME_VALLETTA, 3.0, BUILDING_GRANARY, 3.0, 32, 0.0
15, LOC_CITY_NAME_PRESLAV, 2.0, BUILDING_GRANARY, 12.0, 32, 0.0
15, LOC_CITY_NAME_BANDAR_BRUNEI, 4.0, BUILDING_GRANARY, 7.5, 32, 0.0
15, LOC_CITY_NAME_AMSTERDAM, 6.0, BUILDING_GRANARY, 6.0, 32, 0.0
15, LOC_CITY_NAME_KANDY, 1.8, BUILDING_GRANARY, 9.6, 32, 0.0
16, LOC_CITY_NAME_POKROVKA, 14.4, UNIT_SCOUT, 14.4, 15, 0.0
16, LOC_CITY_NAME_ROME, 17.5, UNIT_WARRIOR, 35.0, 20, 12.5
16, LOC_CITY_NAME_ST_PETERSBURG, 9.2, BUILDING_STONEHENGE, 64.0, 90, 0.0
16, LOC_CITY_NAME_URUK, 10.8, UNIT_SUMERIAN_WAR_CART, 27.3, 27, 0.3
16, LOC_CITY_NAME_KUMASI, 5.0, BUILDING_GRANARY, 35.2, 32, 3.2
16, LOC_CITY_NAME_VALLETTA, 3.0, BUILDING_GRANARY, 6.0, 32, 0.0
16, LOC_CITY_NAME_PRESLAV, 1.8, BUILDING_GRANARY, 13.8, 32, 0.0
16, LOC_CITY_NAME_BANDAR_BRUNEI, 4.0, BUILDING_GRANARY, 11.5, 32, 0.0
16, LOC_CITY_NAME_AMSTERDAM, 3.5, BUILDING_GRANARY, 9.5, 32, 0.0
16, LOC_CITY_NAME_KANDY, 1.8, BUILDING_GRANARY, 11.4, 32, 0.0
17, LOC_CITY_NAME_POKROVKA, 10.5, UNIT_SCOUT, 24.9, 15, 9.9
17, LOC_CITY_NAME_ROME, 30.0, UNIT_SETTLER, 30.0, 40, 0.0
17, LOC_CITY_NAME_ST_PETERSBURG, 9.2, BUILDING_STONEHENGE, 73.2, 90, 0.0
17, LOC_CITY_NAME_URUK, 9.9, UNIT_SETTLER, 9.9, 40, 0.0
17, LOC_CITY_NAME_KUMASI, 8.2, UNIT_TRADER, 8.2, 23, 0.0
17, LOC_CITY_NAME_VALLETTA, 3.0, BUILDING_GRANARY, 9.0, 32, 0.0
17, LOC_CITY_NAME_PRESLAV, 1.8, BUILDING_GRANARY, 15.6, 32, 0.0
17, LOC_CITY_NAME_BANDAR_BRUNEI, 4.5, BUILDING_GRANARY, 16.0, 32, 0.0
17, LOC_CITY_NAME_AMSTERDAM, 3.5, BUILDING_GRANARY, 13.0, 32, 0.0
17, LOC_CITY_NAME_KANDY, 1.8, BUILDING_GRANARY, 13.2, 32, 0.0
18, LOC_CITY_NAME_POKROVKA, 20.4, UNIT_SCOUT, 20.4, 15, 0.0
18, LOC_CITY_NAME_PAZYRYK, 2.1, UNIT_WARRIOR, 2.1, 20, 0.0
18, LOC_CITY_NAME_ROME, 16.3, UNIT_SETTLER, 46.3, 40, 3.8
18, LOC_CITY_NAME_ST_PETERSBURG, 9.2, BUILDING_STONEHENGE, 82.4, 90, 0.0
18, LOC_CITY_NAME_URUK, 9.6, UNIT_SETTLER, 19.5, 40, 0.0
18, LOC_CITY_NAME_KUMASI, 5.5, UNIT_TRADER, 13.7, 24, 0.0
18, LOC_CITY_NAME_VALLETTA, 3.0, BUILDING_GRANARY, 12.0, 32, 0.0
18, LOC_CITY_NAME_PRESLAV, 1.8, BUILDING_GRANARY, 17.4, 32, 0.0
18, LOC_CITY_NAME_BANDAR_BRUNEI, 4.5, BUILDING_GRANARY, 20.5, 32, 0.0
18, LOC_CITY_NAME_AMSTERDAM, 3.5, BUILDING_GRANARY, 16.5, 32, 0.0
18, LOC_CITY_NAME_KANDY, 1.8, BUILDING_GRANARY, 15.0, 32, 0.0
19, LOC_CITY_NAME_POKROVKA, 10.5, UNIT_BUILDER, 10.5, 27, 0.0
19, LOC_CITY_NAME_PAZYRYK, 2.1, UNIT_WARRIOR, 4.2, 20, 0.0
