Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
2, CIVILIZATION_AMSTERDAM, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_KANDY, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 11, 0, 2, 1, 6, 0, 1, 5, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_SCYTHIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 5, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_ROME, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 0, 3, 3, 6, 0, 7, 4, 7, 12, 0, 0, 0, 0
3, CIVILIZATION_RUSSIA, 1, 1, 0, 0, 1, 0, 0, 0, 12, 0, 17, 0, 3, 1, 6, 0, 3, 7, 12, 10, 0, 0, 0, 0
3, CIVILIZATION_SUMERIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 0, 3, 1, 6, 0, 5, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_KUMASI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 3, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_VALLETTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_PRESLAV, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 1, 5, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_JAKARTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 3, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_AMSTERDAM, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_KANDY, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 17, 0, 2, 1, 6, 0, 1, 5, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_SCYTHIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 26, 0, 2, 1, 5, 0, 5, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_ROME, 1, 1, 0, 1, 2, 0, 0, 0, 8, 0, 27, 0, 3, 3, 10, 0, 7, 4, 8, 12, 0, 0, 0, 0
4, CIVILIZATION_RUSSIA, 1, 2, 0, 0, 1, 0, 0, 0, 12, 0, 26, 0, 3, 1, 8, 0, 5, 9, 12, 10, 0, 1, 0, 0
4, CIVILIZATION_SUMERIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 23, 0, 3, 1, 6, 0, 5, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_KUMASI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_VALLETTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_PRESLAV, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 1, 5, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_JAKARTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_AMSTERDAM, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_KANDY, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 23, 0, 2, 1, 6, 0, 1, 5, 7, 10, 0, 0, 0, 0
5, CIVILIZATION_SCYTHIA, 1, 2, 0, 0, 1, 0, 0, 0, 8, 0, 32, 0, 3, 1, 6, 0, 8, 5, 8, 10, 0, 1, 0, 0
5, CIVILIZATION_ROME, 1, 1, 1, 1, 2, 0, 0, 0, 8, 0, 37, 0, 3, 3, 10, 0, 7, 4, 8, 12, 0, 0, 0, 0
5, CIVILIZATION_RUSSIA, 1, 2, 1, 0, 1, 0, 0, 0, 13, 0, 35, 0, 3, 1, 8, 0, 5, 9, 13, 10, 0, 1, 0, 0
5, CIVILIZATION_SUMERIA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 30, 0, 3, 1, 6, 0, 7, 5, 7, 10, 0, 1, 0, 0
5, CIVILIZATION_KUMASI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 26, 0, 2, 1, 5, 0, 3, 4, 7, 10, 0, 0, 0, 0
5, CIVILIZATION_VALLETTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 26, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
5, CIVILIZATION_PRESLAV, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 26, 0, 3, 1, 5, 0, 2, 7, 7, 10, 0, 1, 0, 0
5, CIVILIZATION_JAKARTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 26, 0, 2, 1, 5, 0, 3, 4, 7, 10, 0, 0, 0, 0
5, CIVILIZATION_AMSTERDAM, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 26, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
5, CIVILIZATION_KANDY, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 30, 0, 3, 1, 6, 0, 1, 8, 7, 10, 0, 1, 0, 0
6, CIVILIZATION_SCYTHIA, 1, 2, 0, 0, 1, 0, 0, 0, 8, 1, 38, 0, 3, 1, 6, 0, 8, 5, 8, 10, 0, 1, 0, 0
6, CIVILIZATION_ROME, 1, 2, 1, 1, 2, 0, 0, 0, 9, 0, 47, 0, 3, 4, 10, 0, 10, 6, 9, 12, 0, 1, 0, 0
6, CIVILIZATION_RUSSIA, 1, 3, 1, 0, 2, 0, 0, 0, 13, 0, 43, 0, 4, 2, 8, 0, 6, 11, 13, 10, 0, 2, 0, 0
6, CIVILIZATION_SUMERIA, 1, 2, 1, 0, 2, 0, 0, 0, 8, 0, 36, 1, 3, 1, 6, 1, 7, 6, 8, 10, 0, 1, 0, 0
6, CIVILIZATION_KUMASI, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 31, 0, 3, 1, 5, 0, 4, 6, 7, 10, 0, 1, 0, 0
6, CIVILIZATION_VALLETTA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 31, 0, 3, 1, 5, 0, 3, 6, 7, 10, 0, 1, 0, 0
6, CIVILIZATION_PRESLAV, 1, 2, 1, 0, 3, 0, 0, 0, 7, 0, 31, 0, 3, 1, 5, 0, 2, 7, 7, 10, 0, 1, 0, 0
6, CIVILIZATION_JAKARTA, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 31, 0, 3, 1, 5, 0, 3, 7, 7, 10, 0, 1, 0, 0
6, CIVILIZATION_AMSTERDAM, 1, 2, 1, 0, 2, 0, 0, 0, 7, 0, 31, 0, 3, 1, 5, 0, 3, 6, 7, 10, 0, 1, 0, 0
6, CIVILIZATION_KANDY, 1, 2, 1, 0, 3, 0, 0, 0, 7, 0, 36, 0, 3, 1, 6, 0, 1, 8, 7, 10, 0, 1, 0, 0
7, CIVILIZATION_SCYTHIA, 1, 2, 0, 1, 1, 0, 0, 0, 8, 1, 44, 0, 3, 1, 6, 0, 8, 5, 8, 10, 0, 1, 0, 0
7, CIVILIZATION_ROME, 1, 2, 1, 1, 2, 0, 0, 0, 9, 0, 62, 0, 3, 4, 15, 0, 10, 6, 9, 12, 0, 1, 0, 0
7, CIVILIZATION_RUSSIA, 1, 3, 1, 1, 2, 0, 0, 0, 13, 0, 51, 1, 4, 2, 9, 1, 6, 11, 13, 10, 0, 2, 0, 0
7, CIVILIZATION_SUMERIA, 1, 2, 1, 0, 1, 0, 0, 0, 8, 0, 42, 2, 3, 1, 6, 1, 7, 6, 8, 10, 0, 1, 0, 0
7, CIVILIZATION_KUMASI, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 36, 1, 3, 1, 6, 1, 4, 6, 7, 10, 0, 1, 0, 0
7, CIVILIZATION_VALLETTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 36, 1, 3, 1, 6, 1, 3, 6, 7, 10, 0, 1, 0, 0
7, CIVILIZATION_PRESLAV, 1, 2, 1, 1, 3, 0, 0, 0, 7, 0, 36, 1, 3, 1, 6, 1, 2, 7, 7, 10, 0, 1, 0, 0
7, CIVILIZATION_JAKARTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 36, 1, 3, 1, 6, 1, 3, 7, 7, 10, 0, 1, 0, 0
7, CIVILIZATION_AMSTERDAM, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 36, 1, 3, 1, 6, 1, 3, 6, 7, 10, 0, 1, 0, 0
7, CIVILIZATION_KANDY, 1, 2, 1, 1, 3, 0, 0, 0, 7, 0, 42, 1, 3, 1, 7, 1, 1, 8, 7, 10, 0, 1, 0, 0
8, CIVILIZATION_SCYTHIA, 1, 2, 1, 1, 1, 0, 0, 0, 8, 1, 51, 0, 3, 1, 6, 0, 9, 5, 8, 10, 0, 1, 0, 0
8, CIVILIZATION_ROME, 1, 2, 1, 1, 1, 0, 0, 0, 9, 0, 77, 0, 3, 4, 15, 0, 10, 6, 9, 12, 0, 1, 0, 0
8, CIVILIZATION_RUSSIA, 1, 3, 2, 1, 2, 0, 0, 0, 13, 0, 61, 2, 4, 4, 9, 1, 8, 11, 13, 10, 0, 2, 0, 0
8, CIVILIZATION_SUMERIA, 1, 3, 1, 1, 1, 0, 0, 0, 8, 0, 48, 3, 4, 2, 6, 1, 9, 8, 8, 10, 0, 2, 0, 0
8, CIVILIZATION_KUMASI, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 42, 2, 3, 1, 6, 1, 4, 6, 7, 10, 0, 1, 0, 0
8, CIVILIZATION_VALLETTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 42, 2, 3, 1, 6, 1, 3, 6, 7, 10, 0, 1, 0, 0
8, CIVILIZATION_PRESLAV, 1, 3, 1, 1, 3, 0, 0, 0, 7, 0, 42, 2, 4, 1, 6, 1, 2, 10, 7, 10, 0, 2, 0, 0
8, CIVILIZATION_JAKARTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 42, 2, 3, 1, 6, 1, 3, 7, 7, 10, 0, 1, 0, 0
8, CIVILIZATION_AMSTERDAM, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 42, 2, 3, 1, 6, 1, 3, 6, 7, 10, 0, 1, 0, 0
8, CIVILIZATION_KANDY, 1, 3, 1, 1, 3, 0, 0, 0, 7, 0, 49, 2, 4, 1, 7, 1, 2, 10, 7, 10, 0, 2, 0, 0
9, CIVILIZATION_SCYTHIA, 1, 2, 1, 1, 1, 0, 0, 0, 8, 1, 57, 0, 3, 1, 6, 0, 9, 5, 8, 10, 0, 1, 0, 0
9, CIVILIZATION_ROME, 1, 2, 2, 2, 2, 0, 0, 0, 9, 0, 92, 0, 3, 4, 15, 0, 10, 6, 9, 12, 0, 1, 0, 0
9, CIVILIZATION_RUSSIA, 1, 4, 2, 1, 2, 0, 0, 0, 14, 0, 70, 4, 5, 4, 9, 2, 10, 12, 14, 10, 0, 3, 0, 0
9, CIVILIZATION_SUMERIA, 1, 3, 2, 1, 1, 0, 0, 0, 8, 0, 54, 4, 4, 2, 6, 1, 9, 8, 8, 10, 0, 2, 0, 0
9, CIVILIZATION_KUMASI, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 49, 3, 3, 1, 6, 1, 4, 6, 7, 10, 0, 1, 0, 0
9, CIVILIZATION_VALLETTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 49, 3, 3, 1, 6, 1, 3, 6, 7, 10, 0, 1, 0, 0
9, CIVILIZATION_PRESLAV, 1, 3, 1, 1, 3, 0, 0, 0, 7, 0, 48, 3, 4, 1, 6, 1, 2, 10, 7, 10, 0, 2, 0, 0
9, CIVILIZATION_JAKARTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 49, 3, 3, 1, 6, 1, 3, 7, 7, 10, 0, 1, 0, 0
9, CIVILIZATION_AMSTERDAM, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 49, 3, 3, 1, 6, 1, 3, 6, 7, 10, 0, 1, 0, 0
9, CIVILIZATION_KANDY, 1, 3, 1, 1, 3, 0, 0, 0, 7, 0, 56, 3, 4, 1, 7, 1, 2, 10, 7, 10, 0, 2, 0, 0
10, CIVILIZATION_SCYTHIA, 1, 2, 1, 1, 1, 0, 0, 0, 8, 1, 63, 0, 3, 1, 6, 0, 9, 5, 8, 10, 0, 1, 0, 0
10, CIVILIZATION_ROME, 1, 2, 2, 2, 2, 0, 0, 0, 9, 0, 107, 0, 3, 4, 15, 0, 10, 6, 9, 12, 0, 1, 0, 0
10, CIVILIZATION_RUSSIA, 1, 4, 2, 1, 3, 0, 0, 0, 14, 1, 15, 6, 5, 4, 9, 2, 8, 12, 14, 10, 0, 3, 0, 0
10, CIVILIZATION_SUMERIA, 1, 3, 2, 1, 1, 0, 0, 0, 9, 0, 35, 5, 4, 2, 6, 1, 9, 8, 9, 10, 0, 2, 0, 0
10, CIVILIZATION_KUMASI, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 55, 4, 3, 3, 6, 1, 4, 6, 7, 12, 0, 1, 0, 0
10, CIVILIZATION_VALLETTA, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 55, 4, 3, 1, 6, 1, 3, 6, 7, 10, 0, 1, 0, 0
10, CIVILIZATION_PRESLAV, 1, 3, 1, 1, 3, 0, 0, 0, 7, 1, 54, 4, 4, 1, 6, 1, 2, 11, 7, 10, 0, 2, 0, 0
10, CIVILIZATION_JAKARTA, 1, 3, 1, 1, 2, 0, 0, 0, 7, 0, 55, 4, 4, 1, 6, 1, 3, 9, 7, 10, 0, 2, 0, 0
10, CIVILIZATION_AMSTERDAM, 1, 2, 1, 1, 2, 0, 0, 0, 7, 0, 55, 4, 3, 1, 6, 1, 3, 6, 7, 10, 0, 1, 0, 0
10, CIVILIZATION_KANDY, 1, 3, 1, 1, 3, 0, 0, 0, 7, 0, 63, 4, 4, 1, 7, 1, 2, 10, 7, 10, 0, 2, 0, 0
11, CIVILIZATION_SCYTHIA, 1, 2, 1, 1, 1, 0, 0, 0, 9, 1, 70, 0, 3, 1, 6, 0, 10, 5, 9, 10, 0, 1, 0, 0
11, CIVILIZATION_ROME, 1, 3, 2, 2, 3, 0, 0, 0, 10, 1, 121, 0, 4, 4, 14, 0, 13, 8, 10, 12, 0, 2, 0, 0
11, CIVILIZATION_RUSSIA, 1, 4, 3, 1, 3, 0, 0, 0, 14, 2, 25, 8, 5, 4, 9, 2, 8, 12, 14, 10, 0, 3, 0, 0
11, CIVILIZATION_SUMERIA, 1, 3, 2, 1, 1, 0, 0, 0, 10, 0, 41, 6, 4, 2, 6, 1, 9, 8, 10, 10, 0, 2, 0, 0
11, CIVILIZATION_KUMASI, 1, 3, 1, 1, 2, 0, 0, 0, 7, 0, 61, 5, 4, 3, 6, 1, 5, 8, 7, 12, 0, 2, 0, 0
11, CIVILIZATION_VALLETTA, 1, 3, 1, 1, 2, 0, 0, 0, 7, 0, 61, 5, 4, 1, 6, 1, 3, 8, 7, 10, 0, 2, 0, 0
11, CIVILIZATION_PRESLAV, 1, 3, 1, 1, 3, 0, 0, 0, 7, 2, 60, 5, 4, 1, 6, 1, 2, 11, 7, 10, 0, 2, 0, 0
11, CIVILIZATION_JAKARTA, 1, 3, 1, 1, 2, 0, 0, 0, 7, 0, 61, 5, 4, 1, 6, 1, 3, 9, 7, 10, 0, 2, 0, 0
11, CIVILIZATION_AMSTERDAM, 1, 3, 1, 1, 2, 0, 0, 0, 7, 0, 61, 5, 4, 1, 6, 1, 3, 8, 7, 10, 0, 2, 0, 0
11, CIVILIZATION_KANDY, 1, 4, 1, 1, 3, 0, 0, 0, 7, 1, 70, 5, 4, 2, 7, 1, 2, 13, 7, 10, 0, 3, 0, 0
12, CIVILIZATION_SCYTHIA, 1, 2, 2, 1, 1, 0, 0, 0, 9, 1, 76, 0, 3, 1, 6, 0, 10, 5, 9, 10, 0, 1, 0, 0
12, CIVILIZATION_ROME, 1, 3, 2, 2, 3, 0, 0, 0, 10, 1, 136, 0, 4, 4, 14, 0, 13, 8, 10, 12, 0, 2, 0, 0
12, CIVILIZATION_RUSSIA, 1, 4, 3, 2, 3, 0, 0, 0, 14, 2, 34, 10, 5, 4, 9, 2, 8, 12, 14, 10, 0, 3, 0, 0
12, CIVILIZATION_SUMERIA, 1, 3, 2, 1, 1, 0, 0, 0, 10, 1, 47, 7, 4, 2, 6, 1, 9, 9, 10, 10, 0, 2, 0, 0
12, CIVILIZATION_KUMASI, 1, 3, 2, 2, 2, 0, 0, 0, 7, 0, 67, 6, 4, 3, 6, 1, 5, 8, 7, 12, 0, 2, 0, 0
12, CIVILIZATION_VALLETTA, 1, 3, 2, 2, 2, 0, 0, 0, 7, 0, 67, 6, 4, 3, 6, 1, 3, 8, 7, 12, 0, 2, 0, 0
12, CIVILIZATION_PRESLAV, 1, 4, 2, 2, 3, 0, 0, 0, 7, 3, 66, 6, 4, 2, 6, 1, 2, 14, 7, 10, 0, 3, 0, 0
12, CIVILIZATION_JAKARTA, 1, 3, 2, 2, 2, 0, 0, 0, 7, 0, 67, 6, 4, 3, 6, 1, 3, 9, 7, 12, 0, 2, 0, 0
12, CIVILIZATION_AMSTERDAM, 1, 3, 2, 2, 2, 0, 0, 0, 7, 0, 67, 6, 4, 3, 6, 1, 3, 8, 7, 12, 0, 2, 0, 0
12, CIVILIZATION_KANDY, 1, 4, 2, 2, 3, 0, 0, 0, 7, 1, 77, 6, 4, 2, 7, 1, 2, 13, 7, 10, 0, 3, 0, 0
13, CIVILIZATION_SCYTHIA, 1, 2, 2, 1, 1, 0, 0, 0, 9, 1, 82, 0, 3, 1, 6, 0, 10, 5, 9, 10, 0, 1, 0, 0
13, CIVILIZATION_ROME, 1, 3, 2, 2, 3, 0, 0, 0, 10, 2, 151, 2, 4, 4, 15, 2, 17, 8, 10, 12, 0, 2, 0, 0
13, CIVILIZATION_RUSSIA, 1, 4, 3, 2, 3, 0, 0, 0, 15, 3, 45, 12, 5, 4, 10, 2, 7, 13, 15, 10, 0, 3, 0, 0
13, CIVILIZATION_SUMERIA, 1, 3, 2, 1, 1, 0, 0, 0, 10, 1, 53, 8, 4, 2, 6, 1, 9, 9, 10, 10, 0, 2, 0, 0
13, CIVILIZATION_KUMASI, 1, 3, 3, 2, 2, 0, 0, 0, 7, 0, 73, 7, 4, 3, 6, 1, 5, 8, 7, 12, 0, 2, 0, 0
13, CIVILIZATION_VALLETTA, 1, 3, 3, 2, 2, 0, 0, 0, 7, 0, 98, 7, 4, 3, 6, 1, 3, 8, 7, 12, 0, 2, 0, 0
13, CIVILIZATION_PRESLAV, 1, 4, 3, 2, 3, 0, 0, 0, 7, 3, 72, 7, 4, 2, 6, 1, 2, 14, 7, 10, 0, 3, 0, 0
13, CIVILIZATION_JAKARTA, 1, 3, 3, 2, 2, 0, 0, 0, 7, 0, 73, 7, 4, 3, 6, 1, 3, 9, 7, 12, 0, 2, 0, 0
13, CIVILIZATION_AMSTERDAM, 1, 3, 3, 2, 2, 0, 0, 0, 7, 0, 73, 7, 4, 3, 6, 1, 3, 8, 7, 12, 0, 2, 0, 0
13, CIVILIZATION_KANDY, 1, 4, 3, 2, 3, 0, 0, 0, 7, 1, 84, 7, 4, 2, 7, 1, 2, 13, 7, 10, 0, 3, 0, 0
14, CIVILIZATION_SCYTHIA, 1, 2, 2, 1, 1, 0, 0, 0, 9, 2, 90, 0, 3, 1, 7, 0, 10, 5, 9, 10, 0, 1, 0, 0
14, CIVILIZATION_ROME, 1, 3, 2, 3, 4, 0, 0, 0, 10, 2, 166, 4, 4, 4, 15, 2, 17, 8, 10, 12, 0, 2, 0, 0
14, CIVILIZATION_RUSSIA, 1, 5, 3, 3, 3, 0, 0, 0, 15, 3, 55, 14, 5, 4, 10, 2, 8, 15, 15, 10, 0, 5, 0, 0
14, CIVILIZATION_SUMERIA, 1, 3, 3, 1, 1, 0, 0, 0, 11, 1, 21, 9, 4, 2, 8, 1, 9, 9, 11, 10, 0, 2, 0, 0
14, CIVILIZATION_KUMASI, 1, 3, 3, 3, 2, 0, 0, 0, 7, 0, 79, 8, 4, 3, 6, 1, 5, 8, 7, 12, 0, 2, 0, 0
14, CIVILIZATION_VALLETTA, 1, 3, 3, 3, 2, 0, 0, 0, 7, 0, 104, 8, 4, 3, 6, 1, 3, 8, 7, 12, 0, 2, 0, 0
14, CIVILIZATION_PRESLAV, 1, 4, 3, 3, 3, 0, 0, 0, 7, 3, 78, 8, 4, 2, 6, 1, 2, 14, 7, 10, 0, 3, 0, 0
14, CIVILIZATION_JAKARTA, 1, 3, 3, 3, 2, 0, 0, 0, 7, 0, 79, 8, 4, 3, 6, 1, 3, 9, 7, 12, 0, 2, 0, 0
14, CIVILIZATION_AMSTERDAM, 1, 3, 3, 3, 2, 0, 0, 0, 7, 0, 79, 8, 4, 3, 6, 1, 3, 8, 7, 12, 0, 2, 0, 0
14, CIVILIZATION_KANDY, 1, 5, 4, 3, 3, 0, 0, 0, 7, 1, 91, 8, 5, 2, 6, 0, 1, 14, 7, 10, 0, 5, 0, 0
15, CIVILIZATION_SCYTHIA, 1, 2, 2, 1, 1, 0, 0, 0, 9, 2, 97, 0, 3, 1, 7, 0, 10, 5, 9, 10, 0, 1, 0, 0
15, CIVILIZATION_ROME, 1, 3, 2, 3, 5, 0, 0, 0, 10, 3, 181, 6, 4, 4, 15, 2, 17, 8, 10, 12, 0, 2, 0, 0
15, CIVILIZATION_RUSSIA, 1, 5, 3, 3, 3, 0, 0, 0, 15, 2, 66, 5, 5, 4, 10, 2, 8, 14, 15, 10, 0, 5, 0, 0
15, CIVILIZATION_SUMERIA, 1, 4, 3, 1, 1, 0, 0, 0, 11, 1, 50, 10, 5, 2, 8, 1, 10, 12, 11, 11, 0, 3, 0, 0
15, CIVILIZATION_KUMASI, 1, 3, 3, 3, 2, 0, 0, 0, 7, 0, 85, 9, 4, 3, 6, 1, 5, 8, 7, 12, 0, 2, 0, 0
15, CIVILIZATION_VALLETTA, 1, 3, 3, 3, 2, 0, 0, 0, 7, 1, 110, 9, 4, 3, 6, 1, 3, 9, 7, 12, 0, 2, 0, 0
15, CIVILIZATION_PRESLAV, 1, 4, 4, 3, 3, 0, 0, 0, 7, 3, 84, 9, 4, 2, 6, 1, 2, 14, 7, 10, 0, 3, 0, 0
15, CIVILIZATION_JAKARTA, 1, 4, 3, 3, 2, 0, 0, 0, 7, 1, 85, 9, 4, 4, 6, 1, 4, 11, 7, 12, 0, 3, 0, 0
15, CIVILIZATION_AMSTERDAM, 1, 3, 3, 3, 2, 0, 0, 0, 7, 0, 85, 9, 4, 3, 6, 1, 3, 8, 7, 12, 0, 2, 0, 0
15, CIVILIZATION_KANDY, 1, 5, 4, 3, 3, 0, 0, 0, 7, 2, 98, 8, 5, 2, 6, 0, 1, 15, 7, 10, 0, 5, 0, 0
16, CIVILIZATION_SCYTHIA, 1, 1, 3, 1, 1, 0, 0, 0, 9, 2, 104, 0, 2, 1, 7, 0, 7, 3, 9, 10, 0, 0, 0, 0
16, CIVILIZATION_ROME, 1, 3, 2, 3, 6, 0, 0, 0, 10, 3, 196, 9, 4, 4, 15, 2, 17, 8, 10, 12, 0, 2, 0, 0
16, CIVILIZATION_RUSSIA, 1, 5, 3, 3, 3, 0, 0, 0, 15, 2, 75, 7, 5, 4, 9, 2, 9, 14, 15, 10, 0, 5, 0, 0
